interaccion_id,cliente_id,canal_id,fecha_id,motivo,resuelto_1ra,duracion_seg,agente_id,escalado
1072,49,4,20250214,Bloqueo tarjeta,1,366,2,0
1073,476,4,20250322,Bloqueo tarjeta,1,138,21,0
1074,233,1,20250201,Transferencias,0,673,18,0
1075,167,4,20250111,Cuenta nueva,1,779,47,0
1076,166,1,20250505,Transferencias,1,847,4,0
1077,131,2,20250603,Consulta saldo,1,212,16,0
1078,207,1,20250403,Bloqueo tarjeta,1,321,42,0
1079,413,1,20250605,Bloqueo tarjeta,1,347,44,0
1080,103,1,20250505,Bloqueo tarjeta,1,531,29,0
1081,217,1,20250416,Consulta saldo,1,860,24,0
1082,175,2,20250506,Consulta saldo,1,504,44,0
1083,323,3,20250221,Bloqueo tarjeta,1,692,34,0
1084,154,2,20250110,Crédito,1,182,9,0
1085,292,1,20250629,Bloqueo tarjeta,1,78,36,0
1086,49,1,20250130,Bloqueo tarjeta,1,505,43,0
1087,394,3,20250619,Transferencias,1,545,2,0
1088,202,2,20250124,Consulta saldo,1,76,6,0
1089,388,3,20250429,Crédito,1,716,29,0
1090,96,1,20250526,Inversiones,0,246,12,1
1091,3,4,20250509,Transferencias,1,434,8,0
1092,337,2,20250106,Bloqueo tarjeta,1,792,39,0
1093,354,1,20250616,Transferencias,0,719,45,0
1094,9,1,20250303,Consulta saldo,1,742,13,0
1095,432,2,20250107,Consulta saldo,1,671,35,0
1096,12,1,20250203,Bloqueo tarjeta,1,149,11,0
1097,441,3,20250224,Bloqueo tarjeta,0,490,38,1
1098,53,3,20250319,Bloqueo tarjeta,1,675,46,0
1099,284,3,20250414,Transferencias,1,327,3,0
1100,348,2,20250413,Transferencias,1,866,32,0
1101,284,1,20250223,Transferencias,1,95,18,0
1102,331,4,20250614,Transferencias,1,385,29,0
1103,177,1,20250614,Consulta saldo,1,478,15,0
1104,437,2,20250508,Cuenta nueva,1,892,46,0
1105,492,1,20250615,Crédito,1,456,44,0
1106,83,1,20250624,Reclamo,1,666,14,0
1107,103,3,20250323,Consulta saldo,1,190,39,0
1108,121,3,20250404,Bloqueo tarjeta,0,244,36,1
1109,424,4,20250112,Consulta saldo,1,545,3,0
1110,115,2,20250111,Consulta saldo,1,528,17,0
1111,137,1,20250326,Inversiones,1,184,45,0
1112,225,2,20250520,Cuenta nueva,1,848,30,0
1113,53,3,20250104,Crédito,1,873,36,0
1114,467,1,20250117,Inversiones,1,400,11,0
1115,446,3,20250610,Bloqueo tarjeta,0,131,10,0
1116,213,1,20250327,Bloqueo tarjeta,0,817,50,1
1117,367,1,20250411,Consulta saldo,1,802,27,0
1118,216,2,20250321,Crédito,1,836,15,0
1119,488,2,20250226,Inversiones,0,558,44,1
1120,484,1,20250115,Crédito,1,101,6,0
1121,202,2,20250311,Bloqueo tarjeta,0,807,3,0
1122,366,4,20250605,Transferencias,1,848,43,0
1123,448,2,20250510,Transferencias,0,341,47,0
1124,76,3,20250301,Transferencias,0,747,26,0
1125,177,2,20250218,Bloqueo tarjeta,1,861,42,0
1126,172,1,20250425,Consulta saldo,1,429,47,0
1127,110,4,20250624,Transferencias,1,125,33,0
1128,15,2,20250510,Consulta saldo,0,845,35,0
1129,57,3,20250227,Reclamo,1,779,4,0
1130,334,2,20250309,Consulta saldo,1,157,29,0
1131,413,3,20250319,Reclamo,1,793,38,0
1132,305,4,20250523,Transferencias,1,269,23,0
1133,72,2,20250310,Transferencias,0,761,25,0
1134,185,1,20250204,Crédito,1,495,7,0
1135,218,2,20250223,Consulta saldo,1,163,31,0
1136,287,1,20250215,Bloqueo tarjeta,1,561,50,0
1137,226,1,20250428,Bloqueo tarjeta,1,735,32,0
1138,365,3,20250614,Consulta saldo,1,498,9,0
1139,243,4,20250617,Consulta saldo,1,63,48,0
1140,210,1,20250218,Transferencias,0,142,8,1
1141,192,2,20250302,Consulta saldo,1,340,19,0
1142,25,3,20250401,Transferencias,1,342,19,0
1143,179,3,20250206,Consulta saldo,1,99,3,0
1144,401,2,20250416,Inversiones,1,416,31,0
1145,236,2,20250627,Bloqueo tarjeta,0,809,29,0
1146,320,3,20250228,Transferencias,1,449,25,0
1147,227,1,20250213,Transferencias,1,783,18,0
1148,408,4,20250603,Transferencias,1,820,46,0
1149,490,2,20250318,Consulta saldo,1,663,35,0
1150,244,1,20250525,Consulta saldo,1,544,2,0
1151,403,4,20250122,Consulta saldo,1,240,16,0
1152,311,4,20250627,Crédito,1,358,26,0
1153,93,2,20250502,Bloqueo tarjeta,0,454,2,0
1154,87,1,20250313,Consulta saldo,1,322,10,0
1155,348,3,20250209,Cuenta nueva,1,203,4,0
1156,200,1,20250531,Consulta saldo,1,131,21,0
1157,461,4,20250214,Cuenta nueva,1,153,4,0
1158,386,3,20250208,Bloqueo tarjeta,1,546,25,0
1159,248,1,20250109,Bloqueo tarjeta,1,59,27,0
1160,301,4,20250608,Transferencias,1,721,7,0
1161,209,2,20250225,Consulta saldo,0,486,6,0
1162,87,3,20250507,Transferencias,1,830,16,0
1163,1,2,20250531,Bloqueo tarjeta,0,862,30,0
1164,472,2,20250510,Consulta saldo,1,523,18,0
1165,324,3,20250509,Bloqueo tarjeta,1,247,38,0
1166,154,1,20250510,Transferencias,1,121,26,0
1167,450,3,20250604,Otro,1,472,14,0
1168,176,4,20250517,Transferencias,1,680,17,0
1169,108,1,20250615,Bloqueo tarjeta,1,500,39,0
1170,312,4,20250301,Cuenta nueva,1,517,1,0
1171,251,1,20250122,Transferencias,1,810,26,0
1172,16,3,20250503,Consulta saldo,1,882,43,0
1173,308,1,20250422,Bloqueo tarjeta,0,396,25,1
1174,5,1,20250601,Consulta saldo,1,256,48,0
1175,47,1,20250125,Bloqueo tarjeta,0,865,40,0
1176,144,1,20250608,Bloqueo tarjeta,1,534,46,0
1177,203,1,20250620,Crédito,1,143,18,0
1178,290,2,20250517,Transferencias,1,718,44,0
1179,66,1,20250519,Crédito,1,295,37,0
1180,12,3,20250217,Crédito,1,739,44,0
1181,481,1,20250520,Bloqueo tarjeta,1,467,42,0
1182,209,1,20250621,Bloqueo tarjeta,0,310,8,0
1183,115,1,20250416,Inversiones,0,78,18,0
1184,451,1,20250515,Bloqueo tarjeta,1,615,2,0
1185,128,4,20250608,Consulta saldo,1,231,11,0
1186,222,1,20250310,Consulta saldo,1,857,2,0
1187,56,2,20250526,Consulta saldo,1,514,16,0
1188,484,1,20250327,Crédito,1,104,50,0
1189,64,2,20250520,Bloqueo tarjeta,1,117,4,0
1190,66,1,20250113,Consulta saldo,0,93,29,1
1191,27,2,20250521,Consulta saldo,1,331,25,0
1192,404,2,20250404,Inversiones,1,705,40,0
1193,318,2,20250115,Inversiones,0,133,22,0
1194,56,1,20250626,Transferencias,1,135,1,0
1195,294,1,20250523,Consulta saldo,0,159,41,0
1196,71,2,20250314,Consulta saldo,1,846,3,0
1197,387,1,20250105,Cuenta nueva,1,396,20,0
1198,309,2,20250529,Bloqueo tarjeta,1,381,19,0
1199,122,2,20250301,Consulta saldo,1,549,36,0
1200,104,1,20250114,Transferencias,0,834,5,1
1201,170,3,20250616,Transferencias,0,622,37,0
1202,405,2,20250510,Bloqueo tarjeta,1,73,32,0
1203,110,2,20250201,Bloqueo tarjeta,1,274,31,0
1204,106,4,20250625,Crédito,1,439,12,0
1205,73,1,20250112,Transferencias,1,327,29,0
1206,16,2,20250221,Consulta saldo,0,233,13,1
1207,92,3,20250209,Transferencias,1,230,2,0
1208,71,1,20250227,Crédito,1,418,42,0
1209,415,4,20250111,Consulta saldo,1,411,43,0
1210,450,4,20250217,Inversiones,0,758,5,1
1211,163,1,20250226,Transferencias,1,643,28,0
1212,438,4,20250608,Transferencias,0,578,19,0
1213,436,1,20250308,Inversiones,0,550,38,0
1214,34,1,20250224,Transferencias,1,201,33,0
1215,266,4,20250425,Bloqueo tarjeta,0,505,12,1
1216,138,3,20250317,Bloqueo tarjeta,1,625,26,0
1217,459,3,20250630,Consulta saldo,1,237,29,0
1218,81,1,20250213,Bloqueo tarjeta,1,892,24,0
1219,266,1,20250318,Consulta saldo,0,390,15,0
1220,210,2,20250417,Bloqueo tarjeta,1,406,32,0
1221,331,2,20250309,Consulta saldo,1,107,23,0
1222,403,3,20250110,Transferencias,1,313,15,0
1223,101,1,20250104,Consulta saldo,1,721,22,0
1224,98,3,20250310,Crédito,0,752,39,0
1225,145,2,20250624,Crédito,1,872,23,0
1226,335,3,20250413,Consulta saldo,0,554,49,0
1227,265,1,20250408,Bloqueo tarjeta,0,631,36,0
1228,97,2,20250627,Bloqueo tarjeta,0,469,50,0
1229,72,2,20250407,Consulta saldo,0,621,9,1
1230,116,2,20250601,Bloqueo tarjeta,1,459,28,0
1231,167,2,20250625,Transferencias,0,631,2,0
1232,291,1,20250130,Otro,0,674,39,0
1233,33,2,20250528,Cuenta nueva,1,577,25,0
1234,459,1,20250216,Bloqueo tarjeta,1,341,6,0
1235,309,3,20250204,Crédito,1,530,2,0
1236,120,1,20250207,Consulta saldo,0,328,43,0
1237,466,1,20250402,Bloqueo tarjeta,1,450,26,0
1238,200,1,20250204,Crédito,1,241,9,0
1239,310,2,20250210,Bloqueo tarjeta,1,618,20,0
1240,4,2,20250507,Consulta saldo,1,176,29,0
1241,467,2,20250127,Bloqueo tarjeta,0,612,32,0
1242,234,3,20250502,Inversiones,1,385,45,0
1243,90,1,20250626,Crédito,1,455,16,0
1244,94,3,20250220,Inversiones,1,745,37,0
1245,81,3,20250113,Inversiones,1,310,41,0
1246,462,2,20250510,Crédito,1,252,32,0
1247,54,2,20250425,Consulta saldo,0,546,50,0
1248,14,1,20250415,Consulta saldo,1,104,41,0
1249,439,3,20250622,Crédito,1,229,26,0
1250,344,1,20250101,Consulta saldo,1,796,30,0
1251,487,1,20250415,Consulta saldo,1,478,9,0
1252,311,1,20250427,Crédito,1,132,12,0
1253,391,2,20250304,Consulta saldo,1,41,44,0
1254,458,2,20250305,Crédito,1,721,35,0
1255,329,3,20250215,Crédito,0,708,46,0
1256,25,3,20250113,Transferencias,1,820,25,0
1257,216,1,20250208,Consulta saldo,1,58,1,0
1258,452,1,20250327,Consulta saldo,1,128,43,0
1259,168,1,20250224,Consulta saldo,1,360,36,0
1260,220,2,20250607,Bloqueo tarjeta,0,153,15,1
1261,200,1,20250311,Bloqueo tarjeta,1,247,30,0
1262,23,2,20250203,Transferencias,1,98,14,0
1263,365,3,20250410,Otro,1,579,37,0
1264,357,4,20250209,Reclamo,1,427,44,0
1265,163,1,20250605,Inversiones,1,712,31,0
1266,262,1,20250111,Bloqueo tarjeta,0,685,48,1
1267,460,4,20250523,Transferencias,1,157,20,0
1268,71,2,20250224,Consulta saldo,1,413,32,0
1269,473,1,20250307,Consulta saldo,1,772,39,0
1270,403,4,20250424,Bloqueo tarjeta,1,808,3,0
1271,13,4,20250526,Consulta saldo,1,264,47,0
1272,341,1,20250311,Inversiones,1,284,44,0
1273,94,1,20250624,Bloqueo tarjeta,0,482,41,1
1274,481,4,20250403,Otro,1,239,9,0
1275,121,2,20250106,Cuenta nueva,0,549,6,0
1276,311,1,20250410,Bloqueo tarjeta,1,284,20,0
1277,401,2,20250319,Consulta saldo,1,522,6,0
1278,313,1,20250313,Bloqueo tarjeta,1,782,28,0
1279,219,4,20250227,Crédito,1,115,49,0
1280,195,2,20250320,Consulta saldo,1,504,20,0
1281,70,1,20250410,Consulta saldo,1,762,31,0
1282,374,4,20250205,Inversiones,1,772,24,0
1283,192,4,20250413,Reclamo,0,423,32,1
1284,198,2,20250503,Cuenta nueva,1,609,11,0
1285,370,2,20250225,Inversiones,1,386,33,0
1286,198,2,20250616,Consulta saldo,1,464,48,0
1287,362,2,20250208,Bloqueo tarjeta,0,722,2,0
1288,131,1,20250605,Transferencias,1,283,39,0
1289,48,2,20250531,Consulta saldo,1,689,46,0
1290,466,3,20250413,Consulta saldo,0,223,28,1
1291,454,3,20250409,Transferencias,1,421,38,0
1292,46,2,20250324,Crédito,0,141,41,0
1293,204,1,20250327,Cuenta nueva,0,745,20,1
1294,214,2,20250227,Crédito,1,567,27,0
1295,361,3,20250610,Bloqueo tarjeta,1,167,13,0
1296,109,2,20250406,Transferencias,1,220,13,0
1297,462,1,20250124,Consulta saldo,0,448,29,0
1298,194,4,20250504,Consulta saldo,1,157,18,0
1299,390,1,20250111,Bloqueo tarjeta,1,133,1,0
1300,22,3,20250109,Transferencias,1,129,14,0
1301,390,1,20250526,Reclamo,1,302,32,0
1302,456,1,20250425,Bloqueo tarjeta,1,381,21,0
1303,183,2,20250212,Consulta saldo,1,368,7,0
1304,474,4,20250115,Crédito,1,172,2,0
1305,418,4,20250504,Transferencias,1,284,24,0
1306,339,3,20250420,Bloqueo tarjeta,0,222,1,0
1307,377,2,20250301,Reclamo,0,363,44,0
1308,220,2,20250516,Consulta saldo,1,517,43,0
1309,365,1,20250629,Transferencias,1,176,34,0
1310,408,4,20250526,Consulta saldo,1,119,20,0
1311,489,4,20250618,Inversiones,1,148,31,0
1312,338,1,20250618,Crédito,1,746,6,0
1313,168,4,20250114,Cuenta nueva,1,422,50,0
1314,344,3,20250308,Cuenta nueva,1,156,43,0
1315,171,2,20250218,Crédito,1,259,37,0
1316,377,2,20250503,Crédito,1,772,25,0
1317,120,3,20250621,Bloqueo tarjeta,0,258,17,1
1318,382,1,20250104,Cuenta nueva,0,148,37,1
1319,303,2,20250331,Bloqueo tarjeta,1,578,13,0
1320,408,1,20250414,Transferencias,1,159,34,0
1321,437,2,20250620,Consulta saldo,1,501,21,0
1322,234,4,20250227,Bloqueo tarjeta,0,180,39,1
1323,164,3,20250622,Consulta saldo,0,346,33,0
1324,425,4,20250109,Bloqueo tarjeta,1,250,32,0
1325,79,4,20250323,Crédito,1,877,46,0
1326,27,3,20250228,Transferencias,0,824,12,0
1327,82,1,20250613,Inversiones,0,52,36,1
1328,37,2,20250422,Bloqueo tarjeta,1,570,47,0
1329,202,3,20250310,Crédito,1,129,9,0
1330,479,3,20250325,Consulta saldo,0,756,20,0
1331,75,1,20250219,Consulta saldo,1,244,14,0
1332,295,3,20250607,Crédito,1,134,44,0
1333,475,4,20250213,Crédito,1,87,7,0
1334,333,1,20250316,Reclamo,1,376,38,0
1335,124,2,20250405,Consulta saldo,1,436,32,0
1336,398,2,20250323,Crédito,1,738,43,0
1337,141,3,20250603,Transferencias,0,677,42,0
1338,466,1,20250104,Transferencias,1,551,15,0
1339,382,2,20250119,Consulta saldo,1,126,38,0
1340,293,2,20250213,Bloqueo tarjeta,1,158,7,0
1341,208,3,20250303,Transferencias,0,862,45,1
1342,266,2,20250527,Bloqueo tarjeta,0,887,38,0
1343,61,3,20250604,Transferencias,1,215,39,0
1344,21,1,20250606,Bloqueo tarjeta,1,161,37,0
1345,18,1,20250221,Crédito,1,116,8,0
1346,484,1,20250510,Bloqueo tarjeta,1,703,1,0
1347,151,1,20250210,Inversiones,0,704,35,0
1348,181,3,20250516,Reclamo,1,650,35,0
1349,19,3,20250507,Consulta saldo,1,222,10,0
1350,111,3,20250328,Transferencias,0,635,23,1
1351,333,2,20250620,Consulta saldo,1,197,26,0
1352,74,4,20250403,Cuenta nueva,1,578,14,0
1353,99,3,20250121,Transferencias,0,761,24,0
1354,162,2,20250627,Crédito,1,836,28,0
1355,273,4,20250401,Consulta saldo,1,142,44,0
1356,171,1,20250514,Bloqueo tarjeta,1,826,18,0
1357,497,3,20250228,Consulta saldo,1,257,25,0
1358,157,4,20250126,Crédito,1,632,32,0
1359,139,1,20250117,Consulta saldo,1,652,7,0
1360,413,1,20250106,Consulta saldo,0,789,44,0
1361,66,2,20250518,Bloqueo tarjeta,0,295,1,0
1362,137,2,20250605,Transferencias,1,84,47,0
1363,362,3,20250612,Transferencias,1,498,12,0
1364,220,3,20250412,Consulta saldo,1,563,46,0
1365,395,2,20250210,Consulta saldo,1,350,6,0
1366,295,1,20250603,Consulta saldo,1,88,6,0
1367,493,2,20250610,Inversiones,1,464,44,0
1368,347,3,20250530,Bloqueo tarjeta,1,575,45,0
1369,4,1,20250113,Crédito,1,761,28,0
1370,487,3,20250618,Crédito,1,873,34,0
1371,477,1,20250620,Consulta saldo,1,812,34,0
1372,488,1,20250206,Bloqueo tarjeta,0,82,28,0
1373,426,4,20250212,Transferencias,1,582,50,0
1374,378,1,20250110,Consulta saldo,1,676,37,0
1375,264,4,20250407,Cuenta nueva,0,875,3,0
1376,169,2,20250528,Transferencias,1,335,23,0
1377,5,1,20250101,Bloqueo tarjeta,1,133,28,0
1378,64,1,20250407,Consulta saldo,1,529,1,0
1379,154,2,20250225,Bloqueo tarjeta,1,403,28,0
1380,430,3,20250218,Bloqueo tarjeta,1,479,11,0
1381,364,3,20250212,Inversiones,1,233,8,0
1382,462,1,20250210,Crédito,1,62,11,0
1383,61,4,20250607,Reclamo,0,461,32,0
1384,205,1,20250623,Crédito,0,543,47,0
1385,80,1,20250405,Consulta saldo,1,382,33,0
1386,220,3,20250125,Crédito,1,641,48,0
1387,220,2,20250114,Consulta saldo,1,283,40,0
1388,443,2,20250224,Crédito,1,299,45,0
1389,415,3,20250222,Transferencias,1,135,45,0
1390,323,2,20250617,Crédito,1,679,10,0
1391,476,1,20250204,Otro,1,179,28,0
1392,269,1,20250120,Bloqueo tarjeta,0,343,45,0
1393,330,1,20250208,Bloqueo tarjeta,1,82,20,0
1394,127,1,20250109,Crédito,0,357,4,1
1395,144,2,20250102,Consulta saldo,1,651,7,0
1396,58,1,20250406,Bloqueo tarjeta,1,129,43,0
1397,380,2,20250122,Bloqueo tarjeta,0,859,24,0
1398,300,2,20250517,Consulta saldo,1,423,6,0
1399,496,2,20250105,Consulta saldo,1,700,13,0
1400,317,2,20250223,Cuenta nueva,1,381,20,0
1401,23,4,20250616,Crédito,1,160,13,0
1402,434,3,20250418,Crédito,0,603,23,0
1403,215,3,20250421,Consulta saldo,0,566,33,0
1404,490,1,20250220,Consulta saldo,0,609,4,0
1405,446,3,20250607,Transferencias,1,555,5,0
1406,206,3,20250215,Crédito,1,651,18,0
1407,5,1,20250206,Transferencias,1,839,33,0
1408,113,3,20250417,Consulta saldo,1,333,46,0
1409,150,1,20250318,Transferencias,1,70,41,0
1410,329,4,20250209,Crédito,1,284,14,0
1411,189,1,20250504,Transferencias,1,362,6,0
1412,314,2,20250629,Bloqueo tarjeta,1,331,21,0
1413,495,3,20250121,Consulta saldo,0,316,12,1
1414,299,2,20250118,Cuenta nueva,0,138,47,0
1415,106,1,20250421,Transferencias,1,866,29,0
1416,386,1,20250211,Crédito,1,434,10,0
1417,246,3,20250408,Consulta saldo,1,125,32,0
1418,252,1,20250215,Consulta saldo,0,776,12,0
1419,312,1,20250110,Bloqueo tarjeta,1,222,5,0
1420,207,2,20250203,Transferencias,1,132,47,0
1421,194,3,20250505,Transferencias,0,423,2,1
1422,395,3,20250125,Consulta saldo,0,115,18,1
1423,55,1,20250620,Cuenta nueva,0,585,48,0
1424,228,1,20250603,Transferencias,1,865,11,0
1425,137,2,20250311,Transferencias,1,672,35,0
1426,262,3,20250101,Consulta saldo,1,886,27,0
1427,76,4,20250201,Bloqueo tarjeta,1,391,42,0
1428,367,4,20250308,Transferencias,1,872,8,0
1429,145,4,20250406,Cuenta nueva,1,395,5,0
1430,459,1,20250511,Inversiones,0,74,39,1
1431,458,1,20250417,Bloqueo tarjeta,1,713,44,0
1432,470,3,20250320,Consulta saldo,1,541,43,0
1433,404,1,20250330,Crédito,0,32,10,0
1434,500,1,20250211,Crédito,1,519,5,0
1435,166,2,20250119,Consulta saldo,1,160,12,0
1436,212,1,20250412,Transferencias,1,646,41,0
1437,215,3,20250305,Consulta saldo,1,592,32,0
1438,43,2,20250518,Consulta saldo,1,624,46,0
1439,360,2,20250417,Crédito,1,119,16,0
1440,243,1,20250301,Bloqueo tarjeta,0,166,8,1
1441,151,3,20250312,Crédito,0,501,10,0
1442,29,4,20250530,Crédito,1,794,9,0
1443,357,3,20250131,Crédito,1,464,24,0
1444,305,1,20250123,Bloqueo tarjeta,1,191,2,0
1445,426,1,20250212,Consulta saldo,1,863,27,0
1446,358,1,20250225,Crédito,0,336,31,0
1447,80,3,20250315,Consulta saldo,1,91,42,0
1448,427,3,20250120,Consulta saldo,1,463,44,0
1449,157,3,20250418,Transferencias,1,756,15,0
1450,487,1,20250430,Bloqueo tarjeta,0,158,48,1
1451,287,1,20250502,Crédito,1,649,5,0
1452,195,2,20250615,Bloqueo tarjeta,1,198,4,0
1453,186,2,20250321,Consulta saldo,1,647,50,0
1454,109,1,20250301,Consulta saldo,1,641,1,0
1455,138,2,20250307,Consulta saldo,1,117,37,0
1456,162,2,20250502,Consulta saldo,0,125,20,1
1457,385,1,20250325,Consulta saldo,1,430,47,0
1458,380,3,20250305,Bloqueo tarjeta,1,545,7,0
1459,245,3,20250526,Crédito,1,630,3,0
1460,48,1,20250306,Inversiones,1,765,15,0
1461,494,3,20250226,Crédito,1,543,34,0
1462,403,2,20250620,Bloqueo tarjeta,0,164,22,1
1463,350,4,20250528,Crédito,1,426,16,0
1464,255,2,20250220,Transferencias,0,129,1,1
1465,256,4,20250318,Inversiones,0,126,30,1
1466,37,1,20250306,Bloqueo tarjeta,1,213,46,0
1467,227,4,20250409,Crédito,0,695,9,0
1468,439,1,20250516,Bloqueo tarjeta,0,664,44,1
1469,350,3,20250317,Bloqueo tarjeta,0,453,33,0
1470,126,2,20250602,Crédito,1,746,36,0
1471,205,4,20250105,Consulta saldo,1,104,15,0
1472,329,2,20250428,Bloqueo tarjeta,1,577,30,0
1473,204,1,20250103,Cuenta nueva,1,816,28,0
1474,249,1,20250213,Otro,1,247,45,0
1475,486,1,20250616,Transferencias,1,511,10,0
1476,195,1,20250607,Transferencias,1,93,24,0
1477,389,1,20250416,Consulta saldo,1,730,28,0
1478,208,2,20250309,Consulta saldo,1,113,20,0
1479,133,4,20250615,Transferencias,1,218,4,0
1480,85,4,20250129,Crédito,1,233,23,0
1481,357,2,20250416,Consulta saldo,1,477,23,0
1482,306,2,20250619,Crédito,1,233,5,0
1483,422,2,20250622,Transferencias,1,781,48,0
1484,76,1,20250624,Bloqueo tarjeta,1,541,21,0
1485,2,4,20250126,Bloqueo tarjeta,1,491,9,0
1486,382,2,20250615,Consulta saldo,1,222,27,0
1487,108,3,20250618,Consulta saldo,1,225,44,0
1488,460,1,20250531,Consulta saldo,0,344,33,0
1489,181,2,20250123,Bloqueo tarjeta,0,390,35,0
1490,284,4,20250304,Bloqueo tarjeta,1,639,11,0
1491,224,2,20250514,Transferencias,0,679,19,0
1492,316,3,20250103,Transferencias,1,451,7,0
1493,228,3,20250424,Consulta saldo,0,545,38,0
1494,283,4,20250610,Crédito,1,420,8,0
1495,468,2,20250228,Reclamo,1,505,27,0
1496,401,3,20250623,Cuenta nueva,1,259,33,0
1497,408,4,20250309,Crédito,1,454,44,0
1498,79,4,20250201,Consulta saldo,1,839,24,0
1499,293,3,20250527,Consulta saldo,1,470,16,0
1500,411,1,20250513,Crédito,1,621,28,0
1501,163,2,20250221,Bloqueo tarjeta,1,559,11,0
1502,324,1,20250408,Bloqueo tarjeta,0,620,26,0
1503,105,1,20250630,Cuenta nueva,1,125,6,0
1504,317,1,20250114,Consulta saldo,0,754,35,0
1505,233,2,20250119,Consulta saldo,0,679,41,0
1506,431,2,20250208,Consulta saldo,1,281,47,0
1507,74,1,20250425,Consulta saldo,1,672,2,0
1508,63,4,20250619,Cuenta nueva,1,139,10,0
1509,186,4,20250309,Bloqueo tarjeta,1,888,14,0
1510,492,2,20250404,Consulta saldo,1,670,5,0
1511,231,2,20250222,Transferencias,0,857,11,1
1512,17,1,20250129,Transferencias,1,150,22,0
1513,268,4,20250316,Consulta saldo,1,789,17,0
1514,390,2,20250107,Bloqueo tarjeta,1,186,14,0
1515,43,4,20250304,Consulta saldo,1,775,45,0
1516,363,1,20250209,Consulta saldo,1,594,42,0
1517,205,3,20250315,Bloqueo tarjeta,1,227,17,0
1518,202,3,20250207,Consulta saldo,0,135,38,0
1519,222,1,20250510,Crédito,1,486,28,0
1520,197,1,20250524,Consulta saldo,1,469,13,0
1521,86,1,20250512,Consulta saldo,1,64,33,0
1522,487,2,20250319,Inversiones,1,573,23,0
1523,96,1,20250401,Bloqueo tarjeta,0,396,16,1
1524,164,1,20250612,Consulta saldo,0,734,1,0
1525,34,2,20250215,Consulta saldo,1,424,19,0
1526,312,2,20250507,Consulta saldo,1,856,43,0
1527,163,4,20250119,Crédito,1,862,21,0
1528,141,1,20250207,Consulta saldo,1,461,8,0
1529,296,1,20250115,Bloqueo tarjeta,1,51,19,0
1530,237,3,20250121,Consulta saldo,1,321,9,0
1531,331,4,20250402,Consulta saldo,0,46,5,0
1532,41,1,20250424,Bloqueo tarjeta,1,599,50,0
1533,233,2,20250316,Transferencias,1,535,42,0
1534,25,1,20250127,Consulta saldo,1,875,1,0
1535,116,4,20250204,Crédito,0,204,6,1
1536,445,4,20250327,Cuenta nueva,0,83,17,0
1537,353,1,20250104,Consulta saldo,1,657,25,0
1538,65,1,20250323,Bloqueo tarjeta,1,356,10,0
1539,343,4,20250529,Transferencias,0,155,34,0
1540,375,2,20250516,Bloqueo tarjeta,0,524,15,1
1541,338,1,20250323,Inversiones,1,692,48,0
1542,7,1,20250223,Consulta saldo,0,716,14,0
1543,390,2,20250407,Crédito,1,570,33,0
1544,435,4,20250325,Transferencias,1,546,7,0
1545,318,4,20250208,Bloqueo tarjeta,1,555,13,0
1546,488,1,20250407,Transferencias,1,621,42,0
1547,9,2,20250105,Consulta saldo,1,501,12,0
1548,61,2,20250301,Bloqueo tarjeta,1,593,6,0
1549,171,1,20250314,Bloqueo tarjeta,1,84,29,0
1550,217,1,20250312,Crédito,1,228,19,0
1551,266,1,20250213,Transferencias,1,473,7,0
1552,28,2,20250602,Consulta saldo,0,66,37,1
1553,367,1,20250118,Transferencias,1,444,26,0
1554,254,1,20250404,Transferencias,0,240,11,0
1555,49,1,20250321,Crédito,1,219,33,0
1556,123,2,20250620,Inversiones,1,204,21,0
1557,493,1,20250603,Bloqueo tarjeta,1,43,43,0
1558,40,1,20250414,Consulta saldo,1,204,44,0
1559,448,1,20250120,Consulta saldo,1,283,31,0
1560,428,3,20250102,Otro,1,263,34,0
1561,412,3,20250506,Consulta saldo,0,783,22,0
1562,187,4,20250612,Bloqueo tarjeta,1,499,1,0
1563,439,3,20250310,Crédito,0,893,39,0
1564,211,2,20250322,Consulta saldo,1,255,43,0
1565,499,2,20250212,Crédito,1,471,24,0
1566,56,1,20250224,Bloqueo tarjeta,0,310,41,0
1567,455,2,20250429,Transferencias,1,369,26,0
1568,297,4,20250514,Consulta saldo,1,562,45,0
1569,496,2,20250327,Bloqueo tarjeta,1,841,23,0
1570,239,4,20250304,Transferencias,1,727,10,0
1571,250,1,20250531,Consulta saldo,1,325,5,0
1572,64,2,20250301,Crédito,1,84,32,0
1573,129,2,20250301,Consulta saldo,1,171,23,0
1574,80,4,20250326,Crédito,1,118,46,0
1575,42,4,20250305,Transferencias,1,327,15,0
1576,198,4,20250116,Transferencias,1,462,26,0
1577,289,1,20250129,Bloqueo tarjeta,1,476,44,0
1578,70,2,20250326,Consulta saldo,1,456,36,0
1579,237,1,20250210,Cuenta nueva,1,588,12,0
1580,227,4,20250426,Consulta saldo,1,740,21,0
1581,239,3,20250530,Bloqueo tarjeta,1,460,27,0
1582,46,4,20250401,Crédito,1,803,9,0
1583,66,1,20250530,Bloqueo tarjeta,1,665,35,0
1584,207,1,20250529,Bloqueo tarjeta,0,716,1,0
1585,333,3,20250515,Consulta saldo,1,139,22,0
1586,443,3,20250504,Transferencias,1,92,8,0
1587,105,3,20250619,Consulta saldo,1,558,10,0
1588,328,4,20250524,Inversiones,1,188,20,0
