encuesta_id,cliente_id,canal_id,fecha_id,score_nps,categoria,comentario,producto,fecha_envio
609,179,1,20250203,8,Pasivo,Necesito más sucursales,Préstamo personal,2025-02-03T13:23:00
610,487,3,20250207,8,Pasivo,Perfecto,Nómina,2025-02-07T18:00:00
611,178,2,20250222,7,Pasivo,Necesito más sucursales,Cuenta corriente,2025-02-22T18:56:00
612,469,3,20250213,8,Pasivo,Tardaron mucho,CDT,2025-02-13T12:34:00
613,467,2,20250201,8,Pasivo,Muy fácil de usar,Nómina,2025-02-01T16:28:00
614,152,4,20250202,8,Pasivo,Necesito más sucursales,Préstamo personal,2025-02-02T16:05:00
615,498,4,20250206,7,Pasivo,Muy buena atención,Cuenta corriente,2025-02-06T11:42:00
616,351,2,20250228,7,Pasivo,Tardaron mucho,Tarjeta crédito,2025-02-28T16:53:00
617,419,4,20250221,8,Pasivo,Excelente app,Cuenta corriente,2025-02-21T15:45:00
618,45,1,20250202,8,Pasivo,Excelente app,Préstamo personal,2025-02-02T16:04:00
619,209,2,20250209,7,Pasivo,Mejorar tiempos,CDT,2025-02-09T13:01:00
620,61,2,20250222,8,Pasivo,Tardaron mucho,Nómina,2025-02-22T08:44:00
621,476,2,20250212,7,Pasivo,Sin comentario,Préstamo personal,2025-02-12T17:05:00
622,475,2,20250225,8,Pasivo,Mejorar tiempos,Cuenta corriente,2025-02-25T15:10:00
623,383,2,20250205,7,Pasivo,Sin comentario,Tarjeta crédito,2025-02-05T12:43:00
624,284,4,20250201,8,Pasivo,Excelente app,Cuenta corriente,2025-02-01T08:00:00
625,281,4,20250218,8,Pasivo,Sin comentario,Tarjeta crédito,2025-02-18T13:13:00
626,436,2,20250221,8,Pasivo,Excelente app,Tarjeta crédito,2025-02-21T11:39:00
627,59,1,20250207,8,Pasivo,Muy buena atención,Nómina,2025-02-07T15:41:00
628,344,1,20250210,7,Pasivo,Tardaron mucho,Tarjeta crédito,2025-02-10T17:31:00
629,66,3,20250212,8,Pasivo,Necesito más sucursales,Cuenta corriente,2025-02-12T12:39:00
630,163,2,20250207,7,Pasivo,Muy fácil de usar,Nómina,2025-02-07T18:19:00
631,291,1,20250219,7,Pasivo,Muy fácil de usar,CDT,2025-02-19T10:00:00
632,403,1,20250208,8,Pasivo,Mejorar tiempos,Préstamo personal,2025-02-08T13:08:00
633,237,2,20250216,8,Pasivo,Sin comentario,CDT,2025-02-16T16:06:00
634,311,1,20250221,1,Detractor,Sin comentario,Tarjeta crédito,2025-02-21T16:12:00
635,454,2,20250224,2,Detractor,Tardaron mucho,Cuenta corriente,2025-02-24T16:40:00
636,298,2,20250227,0,Detractor,Necesito más sucursales,Cuenta corriente,2025-02-27T16:16:00
637,242,2,20250218,4,Detractor,Excelente app,Préstamo personal,2025-02-18T14:14:00
638,376,4,20250219,6,Detractor,Excelente app,CDT,2025-02-19T16:32:00
639,187,2,20250213,0,Detractor,Necesito más sucursales,Nómina,2025-02-13T18:10:00
640,72,2,20250217,6,Detractor,Excelente app,Nómina,2025-02-17T17:42:00
641,377,3,20250205,6,Detractor,Muy fácil de usar,Cuenta corriente,2025-02-05T11:48:00
642,33,1,20250208,3,Detractor,Necesito más sucursales,Cuenta corriente,2025-02-08T18:13:00
643,185,2,20250226,4,Detractor,Perfecto,Cuenta corriente,2025-02-26T08:41:00
644,361,4,20250204,2,Detractor,Sin comentario,Préstamo personal,2025-02-04T17:34:00
645,193,2,20250206,4,Detractor,Muy fácil de usar,Nómina,2025-02-06T18:57:00
646,265,1,20250203,6,Detractor,Necesito más sucursales,Nómina,2025-02-03T14:22:00
647,177,2,20250228,6,Detractor,Perfecto,Nómina,2025-02-28T08:32:00
648,85,1,20250215,1,Detractor,Sin comentario,Tarjeta crédito,2025-02-15T10:11:00
649,309,3,20250212,1,Detractor,Tardaron mucho,Tarjeta crédito,2025-02-12T14:51:00
650,59,2,20250224,2,Detractor,Perfecto,CDT,2025-02-24T11:37:00
651,427,2,20250221,1,Detractor,Necesito más sucursales,Cuenta corriente,2025-02-21T10:36:00
652,69,2,20250206,4,Detractor,Muy buena atención,Nómina,2025-02-06T10:03:00
653,473,1,20250209,1,Detractor,Mejorar tiempos,Nómina,2025-02-09T17:40:00
654,373,2,20250224,0,Detractor,Sin comentario,Cuenta corriente,2025-02-24T11:28:00
655,445,2,20250216,4,Detractor,Necesito más sucursales,CDT,2025-02-16T17:09:00
656,421,3,20250219,6,Detractor,Sin comentario,Tarjeta crédito,2025-02-19T18:21:00
657,303,1,20250220,3,Detractor,Mejorar tiempos,CDT,2025-02-20T10:06:00
658,268,4,20250207,0,Detractor,Mejorar tiempos,Tarjeta crédito,2025-02-07T17:06:00
659,462,2,20250216,1,Detractor,Muy buena atención,Nómina,2025-02-16T16:48:00
660,247,2,20250203,0,Detractor,Muy buena atención,CDT,2025-02-03T16:26:00
661,23,3,20250228,2,Detractor,Mejorar tiempos,Tarjeta crédito,2025-02-28T15:50:00
662,180,2,20250213,6,Detractor,Tardaron mucho,CDT,2025-02-13T10:16:00
663,120,4,20250225,3,Detractor,Tardaron mucho,Préstamo personal,2025-02-25T17:56:00
664,132,1,20250214,4,Detractor,Muy buena atención,Nómina,2025-02-14T16:07:00
665,193,2,20250201,4,Detractor,Muy fácil de usar,CDT,2025-02-01T13:06:00
666,334,2,20250214,1,Detractor,Sin comentario,Nómina,2025-02-14T14:36:00
667,142,4,20250320,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-03-20T14:35:00
668,190,2,20250306,10,Promotor,Perfecto,Préstamo personal,2025-03-06T12:36:00
669,362,2,20250325,10,Promotor,Excelente app,Cuenta corriente,2025-03-25T11:28:00
670,110,2,20250304,9,Promotor,Muy fácil de usar,Nómina,2025-03-04T17:44:00
671,200,4,20250306,9,Promotor,Muy buena atención,Cuenta corriente,2025-03-06T10:30:00
672,33,1,20250303,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-03T17:02:00
673,206,2,20250330,10,Promotor,Sin comentario,Nómina,2025-03-30T08:49:00
674,254,2,20250321,9,Promotor,Necesito más sucursales,Nómina,2025-03-21T12:12:00
675,307,2,20250326,9,Promotor,Necesito más sucursales,Nómina,2025-03-26T10:43:00
676,123,2,20250312,9,Promotor,Excelente app,Cuenta corriente,2025-03-12T12:49:00
677,343,2,20250312,10,Promotor,Necesito más sucursales,Nómina,2025-03-12T08:47:00
678,47,2,20250330,9,Promotor,Muy fácil de usar,Préstamo personal,2025-03-30T12:14:00
679,477,2,20250315,9,Promotor,Muy buena atención,Préstamo personal,2025-03-15T10:26:00
680,38,2,20250318,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-18T16:16:00
681,227,4,20250323,10,Promotor,Perfecto,Tarjeta crédito,2025-03-23T13:49:00
682,236,4,20250322,10,Promotor,Muy buena atención,CDT,2025-03-22T09:16:00
683,325,3,20250313,9,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-13T13:26:00
684,275,1,20250317,10,Promotor,Sin comentario,Tarjeta crédito,2025-03-17T12:05:00
685,384,3,20250322,10,Promotor,Tardaron mucho,Nómina,2025-03-22T10:30:00
686,112,4,20250312,10,Promotor,Sin comentario,Tarjeta crédito,2025-03-12T18:59:00
687,378,1,20250316,9,Promotor,Necesito más sucursales,Préstamo personal,2025-03-16T11:14:00
688,128,3,20250327,9,Promotor,Muy fácil de usar,Tarjeta crédito,2025-03-27T09:07:00
689,490,2,20250322,9,Promotor,Muy buena atención,Nómina,2025-03-22T08:54:00
690,318,1,20250312,10,Promotor,Sin comentario,CDT,2025-03-12T10:48:00
691,114,3,20250313,10,Promotor,Excelente app,Cuenta corriente,2025-03-13T16:51:00
692,482,2,20250316,10,Promotor,Muy fácil de usar,CDT,2025-03-16T18:49:00
693,500,1,20250315,9,Promotor,Perfecto,Préstamo personal,2025-03-15T08:00:00
694,298,1,20250313,9,Promotor,Muy fácil de usar,Nómina,2025-03-13T12:11:00
695,138,2,20250308,10,Promotor,Muy fácil de usar,Préstamo personal,2025-03-08T10:31:00
696,215,3,20250307,10,Promotor,Muy fácil de usar,Préstamo personal,2025-03-07T14:17:00
697,293,1,20250306,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-03-06T12:51:00
698,222,4,20250318,9,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-18T10:30:00
699,216,2,20250306,9,Promotor,Muy fácil de usar,CDT,2025-03-06T12:16:00
700,51,3,20250313,9,Promotor,Muy buena atención,Tarjeta crédito,2025-03-13T12:30:00
701,382,1,20250315,9,Promotor,Muy fácil de usar,Préstamo personal,2025-03-15T16:35:00
702,11,2,20250312,10,Promotor,Muy fácil de usar,Nómina,2025-03-12T11:36:00
703,146,1,20250325,9,Promotor,Perfecto,CDT,2025-03-25T09:24:00
704,324,4,20250315,10,Promotor,Excelente app,Préstamo personal,2025-03-15T14:40:00
705,465,1,20250328,10,Promotor,Excelente app,Préstamo personal,2025-03-28T11:20:00
706,150,3,20250321,10,Promotor,Mejorar tiempos,Préstamo personal,2025-03-21T15:49:00
707,301,2,20250324,10,Promotor,Perfecto,CDT,2025-03-24T10:11:00
708,373,1,20250305,9,Promotor,Sin comentario,Cuenta corriente,2025-03-05T11:10:00
709,49,1,20250304,10,Promotor,Perfecto,Nómina,2025-03-04T08:01:00
710,392,4,20250317,10,Promotor,Tardaron mucho,Préstamo personal,2025-03-17T17:09:00
711,477,4,20250321,9,Promotor,Sin comentario,Tarjeta crédito,2025-03-21T11:47:00
712,321,1,20250315,10,Promotor,Excelente app,Cuenta corriente,2025-03-15T08:42:00
713,469,1,20250328,10,Promotor,Perfecto,CDT,2025-03-28T16:59:00
714,228,1,20250318,10,Promotor,Excelente app,Nómina,2025-03-18T17:29:00
715,328,2,20250317,10,Promotor,Sin comentario,Préstamo personal,2025-03-17T15:34:00
716,46,2,20250326,9,Promotor,Muy fácil de usar,CDT,2025-03-26T12:09:00
717,1,2,20250301,10,Promotor,Excelente app,Préstamo personal,2025-03-01T12:30:00
718,473,2,20250323,9,Promotor,Perfecto,Préstamo personal,2025-03-23T08:49:00
719,150,2,20250326,10,Promotor,Muy buena atención,Nómina,2025-03-26T13:12:00
720,288,2,20250329,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-29T18:24:00
721,135,1,20250308,10,Promotor,Necesito más sucursales,Nómina,2025-03-08T17:51:00
722,333,3,20250310,10,Promotor,Sin comentario,CDT,2025-03-10T11:54:00
723,70,1,20250306,9,Promotor,Perfecto,Nómina,2025-03-06T15:17:00
724,165,1,20250307,10,Promotor,Muy buena atención,Nómina,2025-03-07T08:11:00
725,138,1,20250310,9,Promotor,Perfecto,Cuenta corriente,2025-03-10T11:05:00
726,253,1,20250301,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-01T15:23:00
727,406,1,20250323,10,Promotor,Tardaron mucho,Tarjeta crédito,2025-03-23T08:17:00
728,279,2,20250303,10,Promotor,Necesito más sucursales,Préstamo personal,2025-03-03T14:53:00
729,499,3,20250304,9,Promotor,Necesito más sucursales,CDT,2025-03-04T15:15:00
730,236,3,20250307,9,Promotor,Tardaron mucho,Nómina,2025-03-07T18:13:00
731,349,4,20250313,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-03-13T18:46:00
732,480,2,20250324,9,Promotor,Tardaron mucho,Préstamo personal,2025-03-24T15:40:00
733,185,4,20250307,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-03-07T11:40:00
734,8,1,20250311,10,Promotor,Sin comentario,Nómina,2025-03-11T09:25:00
735,497,1,20250301,9,Promotor,Perfecto,Nómina,2025-03-01T10:23:00
736,81,2,20250308,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-08T08:22:00
737,275,3,20250323,9,Promotor,Excelente app,CDT,2025-03-23T11:20:00
738,457,2,20250326,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-03-26T14:22:00
739,461,1,20250309,9,Promotor,Perfecto,Nómina,2025-03-09T12:34:00
740,291,1,20250307,10,Promotor,Muy fácil de usar,Préstamo personal,2025-03-07T15:17:00
741,272,1,20250303,9,Promotor,Sin comentario,Préstamo personal,2025-03-03T16:23:00
742,398,2,20250301,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-03-01T08:39:00
743,318,1,20250325,10,Promotor,Tardaron mucho,Nómina,2025-03-25T14:12:00
744,283,1,20250325,10,Promotor,Sin comentario,Préstamo personal,2025-03-25T14:41:00
745,50,2,20250304,10,Promotor,Tardaron mucho,Cuenta corriente,2025-03-04T10:11:00
746,55,2,20250307,9,Promotor,Tardaron mucho,Cuenta corriente,2025-03-07T17:41:00
747,251,2,20250322,10,Promotor,Sin comentario,Cuenta corriente,2025-03-22T13:14:00
748,477,4,20250301,9,Promotor,Perfecto,Cuenta corriente,2025-03-01T15:51:00
749,286,3,20250312,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-12T08:52:00
750,21,3,20250317,10,Promotor,Sin comentario,Cuenta corriente,2025-03-17T11:33:00
751,372,1,20250304,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-03-04T11:33:00
752,321,4,20250319,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-03-19T18:36:00
753,235,3,20250322,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-03-22T10:50:00
754,206,2,20250318,9,Promotor,Excelente app,Nómina,2025-03-18T17:28:00
755,162,2,20250329,10,Promotor,Muy fácil de usar,Préstamo personal,2025-03-29T14:48:00
756,372,1,20250327,10,Promotor,Necesito más sucursales,Nómina,2025-03-27T16:13:00
757,282,4,20250325,10,Promotor,Sin comentario,Préstamo personal,2025-03-25T15:28:00
758,372,1,20250301,10,Promotor,Sin comentario,Nómina,2025-03-01T08:33:00
759,155,1,20250329,9,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-29T13:01:00
760,284,2,20250330,10,Promotor,Excelente app,Cuenta corriente,2025-03-30T08:29:00
761,71,1,20250305,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-05T12:51:00
762,293,2,20250303,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-03-03T13:50:00
763,250,3,20250306,10,Promotor,Tardaron mucho,Nómina,2025-03-06T18:19:00
764,414,2,20250324,9,Promotor,Tardaron mucho,Cuenta corriente,2025-03-24T13:22:00
765,477,4,20250314,10,Promotor,Necesito más sucursales,Nómina,2025-03-14T08:40:00
766,157,2,20250302,10,Promotor,Muy fácil de usar,Nómina,2025-03-02T17:09:00
767,358,1,20250317,10,Promotor,Muy buena atención,CDT,2025-03-17T15:48:00
768,222,1,20250308,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-03-08T10:21:00
769,293,3,20250316,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-16T09:25:00
770,358,1,20250325,10,Promotor,Excelente app,CDT,2025-03-25T16:12:00
771,334,2,20250313,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-13T09:17:00
772,351,4,20250311,10,Promotor,Tardaron mucho,Cuenta corriente,2025-03-11T18:26:00
773,179,1,20250312,10,Promotor,Muy fácil de usar,Nómina,2025-03-12T18:01:00
774,180,2,20250306,10,Promotor,Perfecto,Nómina,2025-03-06T10:28:00
775,419,1,20250330,9,Promotor,Muy fácil de usar,Tarjeta crédito,2025-03-30T09:07:00
776,486,2,20250308,9,Promotor,Excelente app,Préstamo personal,2025-03-08T08:21:00
777,231,2,20250310,9,Promotor,Muy fácil de usar,Tarjeta crédito,2025-03-10T16:13:00
778,268,3,20250318,9,Promotor,Perfecto,Nómina,2025-03-18T10:44:00
779,299,4,20250313,9,Promotor,Muy buena atención,Préstamo personal,2025-03-13T10:03:00
780,405,3,20250307,10,Promotor,Sin comentario,Cuenta corriente,2025-03-07T15:41:00
781,199,2,20250303,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-03T08:18:00
782,195,2,20250308,10,Promotor,Tardaron mucho,Préstamo personal,2025-03-08T15:55:00
783,102,2,20250306,9,Promotor,Perfecto,Nómina,2025-03-06T08:02:00
784,272,1,20250330,9,Promotor,Perfecto,CDT,2025-03-30T10:01:00
785,181,1,20250322,10,Promotor,Sin comentario,Tarjeta crédito,2025-03-22T16:17:00
786,132,4,20250321,9,Promotor,Muy buena atención,Nómina,2025-03-21T12:14:00
787,460,2,20250311,9,Promotor,Excelente app,Cuenta corriente,2025-03-11T14:33:00
788,124,2,20250314,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-14T17:21:00
789,68,1,20250318,10,Promotor,Excelente app,Nómina,2025-03-18T16:43:00
790,71,1,20250328,9,Promotor,Excelente app,CDT,2025-03-28T10:41:00
791,35,2,20250311,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-03-11T13:53:00
792,16,3,20250324,9,Promotor,Mejorar tiempos,CDT,2025-03-24T12:28:00
793,399,1,20250305,10,Promotor,Excelente app,Tarjeta crédito,2025-03-05T08:48:00
794,291,2,20250320,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-20T18:01:00
795,353,3,20250303,10,Promotor,Excelente app,Nómina,2025-03-03T17:30:00
796,437,2,20250306,10,Promotor,Perfecto,Tarjeta crédito,2025-03-06T10:12:00
797,210,3,20250302,9,Promotor,Muy buena atención,Préstamo personal,2025-03-02T14:14:00
798,105,1,20250325,9,Promotor,Perfecto,Nómina,2025-03-25T15:44:00
799,235,4,20250328,10,Promotor,Mejorar tiempos,CDT,2025-03-28T08:38:00
800,161,2,20250324,10,Promotor,Muy buena atención,Nómina,2025-03-24T09:28:00
801,450,1,20250327,10,Promotor,Necesito más sucursales,Nómina,2025-03-27T16:25:00
802,199,2,20250318,9,Promotor,Muy buena atención,Tarjeta crédito,2025-03-18T12:28:00
803,156,3,20250329,10,Promotor,Sin comentario,CDT,2025-03-29T10:27:00
804,471,1,20250320,10,Promotor,Excelente app,CDT,2025-03-20T18:28:00
805,257,1,20250324,9,Promotor,Excelente app,CDT,2025-03-24T14:20:00
806,92,2,20250301,10,Promotor,Necesito más sucursales,CDT,2025-03-01T09:16:00
807,333,4,20250323,10,Promotor,Excelente app,Cuenta corriente,2025-03-23T09:07:00
808,186,1,20250321,10,Promotor,Mejorar tiempos,Nómina,2025-03-21T17:10:00
809,195,1,20250318,10,Promotor,Excelente app,Préstamo personal,2025-03-18T17:55:00
810,445,1,20250306,9,Promotor,Muy buena atención,CDT,2025-03-06T12:19:00
811,321,1,20250310,10,Promotor,Excelente app,Tarjeta crédito,2025-03-10T08:39:00
812,235,2,20250301,10,Promotor,Perfecto,Nómina,2025-03-01T08:38:00
813,112,2,20250308,10,Promotor,Perfecto,CDT,2025-03-08T14:28:00
814,308,1,20250320,9,Promotor,Sin comentario,Nómina,2025-03-20T18:35:00
815,95,1,20250302,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-02T10:54:00
816,296,3,20250322,9,Promotor,Sin comentario,Préstamo personal,2025-03-22T09:03:00
817,92,1,20250314,9,Promotor,Sin comentario,Nómina,2025-03-14T18:44:00
818,234,3,20250331,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-31T09:49:00
819,189,4,20250311,10,Promotor,Tardaron mucho,CDT,2025-03-11T16:04:00
820,69,1,20250316,10,Promotor,Sin comentario,Préstamo personal,2025-03-16T16:26:00
821,108,2,20250323,9,Promotor,Tardaron mucho,Nómina,2025-03-23T18:33:00
822,371,3,20250316,9,Promotor,Sin comentario,CDT,2025-03-16T17:54:00
823,270,2,20250309,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-03-09T17:36:00
824,374,2,20250317,10,Promotor,Perfecto,Tarjeta crédito,2025-03-17T17:14:00
825,1,1,20250307,10,Promotor,Perfecto,Cuenta corriente,2025-03-07T11:51:00
826,24,1,20250314,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-03-14T18:12:00
827,405,1,20250309,10,Promotor,Sin comentario,Nómina,2025-03-09T16:20:00
828,352,1,20250304,9,Promotor,Mejorar tiempos,Nómina,2025-03-04T17:01:00
829,170,3,20250307,9,Promotor,Perfecto,CDT,2025-03-07T08:41:00
830,80,2,20250316,9,Promotor,Muy fácil de usar,CDT,2025-03-16T14:59:00
831,267,1,20250327,9,Promotor,Muy fácil de usar,Nómina,2025-03-27T16:01:00
832,351,1,20250319,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-19T10:17:00
833,193,2,20250311,9,Promotor,Excelente app,Nómina,2025-03-11T17:24:00
834,60,4,20250320,9,Promotor,Sin comentario,Préstamo personal,2025-03-20T08:17:00
835,255,4,20250303,10,Promotor,Muy fácil de usar,CDT,2025-03-03T12:13:00
836,58,1,20250306,10,Promotor,Muy buena atención,Tarjeta crédito,2025-03-06T09:28:00
837,248,4,20250326,9,Promotor,Excelente app,Tarjeta crédito,2025-03-26T13:59:00
838,448,2,20250324,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-03-24T09:52:00
839,371,1,20250307,9,Promotor,Mejorar tiempos,Nómina,2025-03-07T09:00:00
840,23,3,20250330,10,Promotor,Tardaron mucho,Préstamo personal,2025-03-30T15:56:00
841,267,3,20250304,9,Promotor,Sin comentario,Cuenta corriente,2025-03-04T17:48:00
842,457,1,20250321,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-03-21T12:17:00
843,226,3,20250325,10,Promotor,Sin comentario,Tarjeta crédito,2025-03-25T10:17:00
844,491,2,20250301,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-03-01T16:22:00
845,73,4,20250309,10,Promotor,Sin comentario,Nómina,2025-03-09T11:10:00
846,314,4,20250310,9,Promotor,Perfecto,Cuenta corriente,2025-03-10T10:01:00
847,346,1,20250329,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-03-29T09:27:00
848,361,2,20250306,10,Promotor,Perfecto,Nómina,2025-03-06T13:19:00
849,102,3,20250327,10,Promotor,Tardaron mucho,CDT,2025-03-27T17:08:00
850,411,4,20250327,9,Promotor,Perfecto,Cuenta corriente,2025-03-27T15:19:00
851,119,4,20250316,10,Promotor,Excelente app,Nómina,2025-03-16T12:58:00
852,94,3,20250313,10,Promotor,Muy fácil de usar,Préstamo personal,2025-03-13T15:31:00
853,244,1,20250303,9,Promotor,Perfecto,CDT,2025-03-03T10:18:00
854,295,1,20250320,10,Promotor,Tardaron mucho,CDT,2025-03-20T09:20:00
855,155,2,20250326,9,Promotor,Mejorar tiempos,Nómina,2025-03-26T14:15:00
856,82,4,20250318,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-03-18T13:13:00
857,223,2,20250326,10,Promotor,Muy fácil de usar,Nómina,2025-03-26T11:11:00
858,477,3,20250324,9,Promotor,Perfecto,Cuenta corriente,2025-03-24T17:38:00
859,285,1,20250311,10,Promotor,Perfecto,Tarjeta crédito,2025-03-11T12:25:00
860,56,3,20250320,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-20T15:41:00
861,112,3,20250303,9,Promotor,Muy buena atención,Tarjeta crédito,2025-03-03T18:09:00
862,150,2,20250318,10,Promotor,Perfecto,Tarjeta crédito,2025-03-18T11:43:00
863,292,3,20250310,10,Promotor,Sin comentario,CDT,2025-03-10T13:05:00
864,262,2,20250320,9,Promotor,Excelente app,Préstamo personal,2025-03-20T08:23:00
865,361,2,20250301,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-01T12:55:00
866,222,3,20250308,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-08T14:25:00
867,280,1,20250314,10,Promotor,Excelente app,CDT,2025-03-14T10:12:00
868,474,1,20250327,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-03-27T12:55:00
869,6,1,20250305,9,Promotor,Muy buena atención,Tarjeta crédito,2025-03-05T15:42:00
870,44,1,20250305,10,Promotor,Mejorar tiempos,CDT,2025-03-05T17:59:00
871,93,2,20250320,10,Promotor,Mejorar tiempos,Nómina,2025-03-20T15:24:00
872,96,2,20250308,10,Promotor,Muy buena atención,Nómina,2025-03-08T15:54:00
873,257,1,20250323,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-23T08:36:00
874,189,1,20250323,10,Promotor,Perfecto,Cuenta corriente,2025-03-23T10:46:00
875,265,1,20250315,10,Promotor,Tardaron mucho,Tarjeta crédito,2025-03-15T15:40:00
876,325,2,20250322,9,Promotor,Sin comentario,Nómina,2025-03-22T08:57:00
877,399,1,20250318,10,Promotor,Perfecto,Nómina,2025-03-18T15:36:00
878,181,4,20250314,10,Promotor,Sin comentario,Préstamo personal,2025-03-14T10:02:00
879,402,2,20250324,10,Promotor,Muy buena atención,CDT,2025-03-24T17:10:00
880,150,3,20250322,9,Promotor,Muy buena atención,Préstamo personal,2025-03-22T15:05:00
881,40,4,20250317,9,Promotor,Sin comentario,Préstamo personal,2025-03-17T10:39:00
882,440,1,20250309,10,Promotor,Tardaron mucho,Nómina,2025-03-09T10:58:00
883,229,1,20250322,9,Promotor,Excelente app,Préstamo personal,2025-03-22T11:31:00
884,271,4,20250326,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-26T10:38:00
885,254,3,20250327,9,Promotor,Mejorar tiempos,CDT,2025-03-27T11:42:00
886,327,1,20250324,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-03-24T18:16:00
887,86,2,20250302,9,Promotor,Perfecto,Préstamo personal,2025-03-02T15:47:00
888,350,3,20250313,9,Promotor,Perfecto,Préstamo personal,2025-03-13T10:33:00
889,148,4,20250301,10,Promotor,Perfecto,CDT,2025-03-01T18:20:00
890,470,2,20250304,9,Promotor,Muy fácil de usar,CDT,2025-03-04T17:58:00
891,139,1,20250311,10,Promotor,Tardaron mucho,Préstamo personal,2025-03-11T18:37:00
892,396,3,20250315,10,Promotor,Necesito más sucursales,Nómina,2025-03-15T11:33:00
893,354,4,20250322,10,Promotor,Muy fácil de usar,Nómina,2025-03-22T08:43:00
894,35,1,20250327,9,Promotor,Tardaron mucho,Nómina,2025-03-27T09:43:00
895,113,3,20250312,10,Promotor,Sin comentario,Tarjeta crédito,2025-03-12T08:01:00
896,481,2,20250302,9,Promotor,Necesito más sucursales,Nómina,2025-03-02T18:07:00
897,439,2,20250303,9,Promotor,Mejorar tiempos,Nómina,2025-03-03T10:57:00
898,95,1,20250323,9,Promotor,Perfecto,Cuenta corriente,2025-03-23T18:29:00
899,219,3,20250325,10,Promotor,Muy fácil de usar,Préstamo personal,2025-03-25T10:49:00
900,398,1,20250309,9,Promotor,Mejorar tiempos,Préstamo personal,2025-03-09T08:16:00
901,226,1,20250306,10,Promotor,Necesito más sucursales,Nómina,2025-03-06T14:11:00
902,74,2,20250304,8,Pasivo,Mejorar tiempos,Tarjeta crédito,2025-03-04T17:41:00
903,227,3,20250330,7,Pasivo,Tardaron mucho,Cuenta corriente,2025-03-30T09:04:00
904,229,1,20250325,8,Pasivo,Perfecto,Tarjeta crédito,2025-03-25T18:40:00
905,20,2,20250330,7,Pasivo,Sin comentario,Tarjeta crédito,2025-03-30T13:57:00
906,2,2,20250319,8,Pasivo,Perfecto,CDT,2025-03-19T14:25:00
907,116,1,20250318,7,Pasivo,Perfecto,Cuenta corriente,2025-03-18T17:34:00
908,350,1,20250311,8,Pasivo,Muy buena atención,Cuenta corriente,2025-03-11T13:34:00
909,431,2,20250303,8,Pasivo,Sin comentario,Tarjeta crédito,2025-03-03T10:35:00
910,197,2,20250331,7,Pasivo,Sin comentario,CDT,2025-03-31T09:40:00
911,44,4,20250316,8,Pasivo,Perfecto,Tarjeta crédito,2025-03-16T10:02:00
912,369,4,20250301,7,Pasivo,Necesito más sucursales,CDT,2025-03-01T14:04:00
913,274,4,20250316,8,Pasivo,Perfecto,Cuenta corriente,2025-03-16T08:21:00
914,404,3,20250311,7,Pasivo,Mejorar tiempos,Cuenta corriente,2025-03-11T11:51:00
